comment_id,original_comment,aspects,sentiments,confidences,aspect_count
3730,nyesal gua belimasih bagus asus max pro m utk game mbl sangat gak cocokjaringannya agak leletdan kamera masih bagus asussangat tidak memuaskanharganya saja yg mahal,"Camera, Performance, Price","positive, neutral, negative","0.821, 0.587, 0.994",3
3732,sama ky pendahulunya eror kapok pake samsung,Connectivity,negative,0.996,1
3733,desain ratting ip review kelengkapan port display layar dalam mesin harga baterai kamera kesimpulan,"Camera, Battery, Price, Display, Audio, Design, Features","neutral, neutral, neutral, neutral, neutral, neutral, neutral","0.990, 0.992, 0.995, 0.995, 0.997, 0.995, 0.997",7
3735,harga,Price,positive,0.988,1
3747,hp nya udah cakep sih cuman baterai nya mah,Battery,positive,0.983,1
3751,g ada stabilizernya y hasil videonya goyang banget,Audio,neutral,0.922,1
3752,beberapa kali nonton vidio ini sambil di sholawatin pengen banget punya a alhamdulillah sekarang udah bisa komen pake a awesome violet semoga yg lagi pengen a bisa segera kebeli yaa amiinnn,Design,positive,0.937,1
3753,dapet harga brp kak,Price,neutral,0.989,1
3758,apa layar super amoled samsung a itu mudah burn in,Display,neutral,0.976,1
3761,samsung galaxy a ini suport sond card v ga ya,Network,neutral,0.996,1
3762,untuk buat video apa sdh ada stabilizer nya,Camera,neutral,0.992,1
3763,udah ada secara software ada secara hardware juga ada,Software,neutral,0.989,1
3766,alhamdulilah nonton video ini q udah make a,Camera,neutral,0.612,1
3771,muhammadmufly syg banget sdh beli yh persi g,Audio,positive,0.889,1
3772,sayangnya pas dibuka ternyata dikasi pilihan sim card atau sim card memory card andai bisa sim card memory card,Network,neutral,0.997,1
3773,nanya dong masih bimbang mau beli ini atau ngga ini worth ga ya buat tahun kedepan aku tinggalnya di kabupaten sih tapi g kan udah masuk indonesia takutnya th lagi hp g udah ketinggalan zaman,Price,positive,0.652,1
3774,kalau g keluar harganya jutaanmending beli yang g dulu soalnya g rata masih pengembangan dan band dari hp baru g kurang sempurna pasti nanti ada pengembangan lagi jadi mending taun lagi baru ganti hp masih worth it dengan g nya,Price,negative,0.807,1
3781,saya sudah pakai kalau kalian suka main game hp ini cocok tapi tidak di sarankan buat cewek bermain game karna berat hp nya,"Performance, Design","negative, negative","0.961, 0.961",2
3782,permisi gan video menarik dan informatif,Camera,positive,0.971,1
3783,skrg lagi pake ipon mini kepikiran ganti ini krn tiba pengen coba samsung worth it kaga ya hhaha,Price,neutral,0.864,1
3784,mau tanya bro disini ada yg pake a buat zoom gak ada vitur virtual background nya gak,Display,neutral,0.664,1
3788,kamera nya gmna,Camera,negative,0.974,1
3789,larasayu bagus mas tp saya cuman pake untuk kebutuhan sehari aja sama ambil video footage buat bikin konten sejauh ini bagus aja tp kalau untuk penggunaan profesional kurang tau juga yaa,Camera,neutral,0.991,1
3794,kenapa sii harus hybrid,Network,neutral,0.582,1
3797,baru beli a kemarin sambil nonton reviewnya si david di sini oke bgt tapi ntar juga keluar yg a a a dst dst yg mungkin kameranya udah mpudah kamera yg udah di dukung super ois yg mau video atau foto sambil salto salto gambar gak goyang chipset snapdragon gg super amoled plus plus udah tahan api tahan air sampai kedalaman m selama jamtahan banting tahan cobaanyg datang silih berganti layarnya udah gorilla glass yg di jatuhin dari lantai gak pecahfast carging w batrey mahdgn harga hiksss,"Camera, BuildQuality, Display, Price","neutral, neutral, neutral, negative","0.997, 0.994, 0.958, 0.988",4
3803,ram berapa kak,Storage,neutral,0.937,1
3804,muhammadilhampratama ram gb yaa,Storage,neutral,0.986,1
3806,muhammadilhampratama gb,Storage,neutral,0.967,1
3807,yg hoby videography ois cuma bisa di fhd fps superslowmo rekam terbatas bbrp detik slowmo rekam unlimited sisanya puas lah,"Camera, Display","neutral, neutral","0.997, 0.969",2
3808,bang utk ram nya itu anak kemakan sistem bener ya,Storage,negative,0.975,1
3810,syukurlah saya bisa beli dan saya juga sudah mulai buat video reviwenya,Camera,neutral,0.995,1
3812,jaringan dah bisa g apa gk bg,Network,neutral,0.984,1
3825,liat video ini lagi buat bedain sama realme gt master hmmm,Camera,neutral,0.995,1
3833,dulu cuman nonton video samsung a sekarang alhamdulillah udh saya pegang oppo reno,Camera,neutral,0.940,1
3835,taufikfadillah fitur kameranya gw lbih suka reno,Features,positive,0.751,1
3837,alhamdullilah nonton ini udh pake hp a cakepp bngt sii saya rekomendasikan pakai yg gb soalnya saya pakai rom gb soalnya beda rb doang sama yg gb semoga yg ingin beli ini hp bisa kebeli aminn,Storage,neutral,0.966,1
3838,berapa harganya sekarang bg,Price,neutral,0.852,1
3845,a saya lcdnya hancur mau ganti lcd mikir mahal sekali akhirnya hp legend a saya kepake lagi pengen banget punya a,Price,negative,0.998,1
3859,adinugrohoadinugroho iyya tapi alhamdulillah sudah satu minggu ini layarx sudah gak pernah kedip lagi kadang aja kayak gitu kak,Software,negative,0.974,1
3866,harganya kisaran berapa ya sekarang,Price,neutral,0.887,1
3875,yang gw paling suka dr samsung adalah kejernihan tampilan gambarnya sama daya tahan bertahun pake samsung yang jatuhlah segala macem tapi masih awet aja salut,Battery,positive,0.982,1
3877,hp saya a sdh tahun alhamdulillah msh awet pdhl layar sdh pecah haha tp skrg mulai mati sendiri,Display,positive,0.940,1
3883,ada mode pro engga di foto nya,Camera,negative,0.624,1
3884,katanya agak lemot ya lyr sntuhnya,Display,negative,0.995,1
3890,harganya sekarang berapa kk,Price,neutral,0.920,1
3895,kenapa harus ada warna violet kan jadi mauuu,Design,positive,0.933,1
3897,masih kenceng poco x nfc,"Connectivity, Features","positive, positive","0.670, 0.670",2
3898,worth it mana bang a ato a koq aku nyesel yah keburu beli a,Price,positive,0.953,1
3904,main pubgkalau ada musuh kena drop fps gak,BuildQuality,negative,0.748,1
3905,nyari yg warna ungu katanya dah jarang so sad,Design,neutral,0.985,1
3906,bagus bngt hp nyaenak bngt buat nge gamee aku suka lahlumayan awet batrenyaklo jarang di pakai pasti awet bngt sihh karna aku sering makai jdi agak cepet batrenya habistpi bgs bngt cocok sma harganyaa,Battery,positive,0.997,1
3911,saya mengincar samsung a dan a dan a,Network,neutral,0.997,1
3914,alhamdulillah liat ni video pake a,Camera,neutral,0.988,1
3918,ini kamera nya nge zoom bgt kaya a gak ya,Camera,negative,0.850,1
3921,nonton video ini lagi sudah menggunakan hp samsung a akhirnya kebeli juga beberapa waktu lalu buat kalian yang juga pengen beli hp ini semangat nabungnya dan semoga murah rezeki,"Camera, Price","neutral, positive","0.991, 0.987",2
3922,bagus gak hasil video sama fotonya bg,Camera,positive,0.930,1
3923,berapa harga di indonesia bang,Price,neutral,0.498,1
3925,neptunuskingdom ini harga yg atau yg ya kak,Price,neutral,0.992,1
3928,kalau tinggal di kota mending cari g kaya xiomi poco f tapi kalau tinggal di daerah mending bli yang g aja dulu kaya samsung a ini,Network,neutral,0.944,1
3933,pertama ngiler a g setelah lihat review mending a yg biasa aja setelah lihat yg lain lagi ngiler sama a lihat harga mendingan a pusing bgt anjim mau beli hp pun,Price,negative,0.997,1
3940,nunggu turun harga di jutaan lama gak ya,Price,negative,0.997,1
3942,yg ku incer di a jaringan g warna biru dari hp ini rating ip nya enefsii,"Design, Network","neutral, neutral","0.997, 0.994",2
3943,apalah daya masih pake oppo a,Battery,negative,0.991,1
3945,ada yang ngalamin gak hp samsung a ini kalau buat ambil foto lampu atau led warna biru kenapa yang di hasilkan gambar fotonya menjadi ke ungu unguan soalnya punyaku kalau di buat ng foto lampu biru jadinya hasil yang di dapat menjadi ke ungu unguan,"Camera, Design","neutral, neutral","0.997, 0.981",2
3950,samsung a dipake sambil di charge soak ga batrenya guys,Battery,neutral,0.780,1
3955,bantu jawab maksudnya lubang buat nyolokin earphone ya kalo itu ada saya pake samsung a soalnya,"Audio, Software","neutral, neutral","0.973, 0.932",2
3956,mammamialezatoss ya kak tapi gk ada earphone bawaan dari samsung a ini ya kak artinya kita beli sendiri,Software,neutral,0.677,1
3960,mau beli samsung m mau buat gojek kata nya awet bnget batrai nya,Storage,positive,0.997,1
3966,utiillalazhar wkwkkw iya juga sih ya udah jatuh dari lantai cuma metalnya geser dikit layarnya ga retak,Display,positive,0.954,1
3972,baterai nya awet ga kak,Battery,positive,0.988,1
3974,retnopeliasari tergantung pemakaian sih sebenarnya gw make paling buat sosmed doang jadi awet di gw,Design,positive,0.993,1
3979,nitip bro bingung juga apalagi abis ngeliat david ngereview kamera keduanya,Camera,neutral,0.990,1
3981,richter darcy yg bisa dibanggain dari oneui cuma kids modenya doang keknya,Software,neutral,0.903,1
3982,salfok sekarang klo review kamera entah itu foto atau video ditemeninnya sm bini yah bang,Camera,neutral,0.985,1
3983,bang samsung a itu sudah bisa rekam vidio dual kamera depan belakang aktif bersamaan seperti oppo reno belum ya,Camera,neutral,0.998,1
3984,work it bgt menurut gw dari bentuk disain dan mesin apalgi uda tahan air mungkin hal kecil yg kurang menurut kak david bisa teratasi di update prangkat di samsung kecuali kamera depan yg kurang nyaman warnanya,"Camera, Software","neutral, neutral","0.873, 0.995",2
3985,pgn nanya dong kak samsung a kamera depan nya udh d sediain filter efek bawaan nya gak jd selfie ga natural aj gtu,Camera,neutral,0.997,1
3986,yuliaandari maaf ya izin jawabkyknya semua samsung kamera bawaannya udah ada filternya dan efek kok efek stiker juga,Camera,neutral,0.997,1
3989,kalau main pes mobile lancar kah bang,Performance,positive,0.812,1
3990,bisa foto dalam air gak,Camera,neutral,0.989,1
3991,kak bagaimana mematikan speaker atastelepon pada saat memutar musik dan bermain game,"Audio, Performance","neutral, neutral","0.987, 0.974",2
3992,aku aja mulai dulu pake oppo pinda ke samsung uda kaya beda penampilanya kelihatan mewa layar lebi tajem banget,"Display, BuildQuality","positive, negative","0.942, 0.565",2
3993,kemaren aku coba siram aireee ngelag panik bnget cuywkwkwk,Performance,negative,0.993,1
3994,beli harga berspa bang,Price,positive,0.821,1
3999,harganya berapa,Price,neutral,0.677,1
4000,mantap sekalidigabung baterai mantul,Battery,positive,0.995,1
4008,alhamdulillah nonton video ini pake hp blackberry aurora otw nambah a,Camera,neutral,0.878,1
4009,berarti batrenya gak fast charging ya serius nanya kaka,Battery,neutral,0.941,1
4015,mau nanya dong yg make a kamera nya gimanabagus ga,Camera,negative,0.625,1
4017,sensor kamera nya apa gaes edisi pasang gcam,Camera,negative,0.695,1
4018,yang violet aesthetic bgttt,Design,positive,0.992,1
4020,akhirnya kebeli juga sukanya warna hitam tpi dapatnya wrna putih,Design,positive,0.957,1
4024,alhamdulillah sekarang udah nonton ni video pakai samsung a yang lain juga tetap menabung supaya dapat beli hp yang diinginkan,"Camera, Performance","neutral, neutral","0.998, 0.996",2
4029,berapa harga sebenarnya,Price,neutral,0.566,1
4031,bang samsung a kalo di colok headset emng gada ikon headset di bar nya ya,Network,neutral,0.996,1
4033,pas nonton masih belum pake a alhamdulillah setelah beberapa bulan nabung akhirnya kesampaian juga pke xiaomi x ram memori anjir jadul bngt hp gua ni,Storage,negative,0.997,1
4041,satu lg nih kekurangannya yg sayang bangetttt kenapaa gitu ya letak microphonenya pas banget di jari kelingking pas pegang hp jadinya mic ketutupan kelingking jadi kalo kirim voice notes suaranya ga masuk,Software,positive,0.800,1
4042,masalah bezel doangggg gw skip ga suka bezel tebal kayak hp batu dan murah,"BuildQuality, Price","negative, positive","0.996, 0.782",2
4044,pas di marugame di headset kedengeran suara dominan dari sisi kiri pas di kamar setelah shoot figure op geser jadi dominan kanan,"Audio, BuildQuality","negative, neutral","0.517, 0.811",2
4051,nungguin video perbandingan samsung a vs s fe,Camera,neutral,0.993,1
4053,om request dooonng galaxy a versus galaxy m yaaaaah terutama tes kamera tes nyah makasih ya oooomm,Camera,positive,0.676,1
4058,kemarin nonton video ini pakai samsung a hari ini nonton video ini pakai samsung a,Camera,neutral,0.998,1
4059,gmn kak batre nya kak,Battery,neutral,0.665,1
4067,proses cepat dan mudah bisa pengajuan lewat online,Performance,positive,0.971,1
4068,bisa cicilan tanpa kartu kredit dp mulai,Storage,neutral,0.978,1
4074,kak mau nanya misalkan itu hp nya jatoh terus layar retak nah itu ip nya akan tetap ada atau bisa kemasukan air punya saya galaxy a di atas kamera nya retak sampai ujung ke ujung itu apakah bisa kemasukan air atau gimana kak,"Camera, Display","negative, negative","0.990, 0.994",2
4078,nonton video ini masih pake a moga ada rezeki buat tt a,Camera,neutral,0.983,1
4079,naro iklan jangan di awal video jadi males auto cari chanel lain,Camera,negative,0.996,1
4080,brp habis rom nya kemakan sistem bg,Storage,negative,0.987,1
4082,kenapa sih baterai nya gak tp udah waterprof tp kenapa m baterai besar tapi gk waterprof hadehh samsung bikin bingung tauu,Battery,negative,0.723,1
4084,baru beli garansi resmi sein tahun yang di harga jt warna hitam untuk menggantikan samsung a saya yg jatoh pas lagi lari sore trus layarny retak yg lama kelamaan menjadi bercak ungu menyebar huhuhu,"Display, Design, Price","negative, neutral, neutral","0.984, 0.997, 0.985",3
4085,ram ama internal bersih nya berapa gb bang,Storage,neutral,0.958,1
4087,miqbalksindapati ouhkira² ram ama internal nya gampang penuh gak bang,Storage,neutral,0.805,1
4089,miqbalksindapati oke bang thanks infonya,Storage,neutral,0.863,1
4090,harganya berapa sekarang ngab juli,Price,neutral,0.816,1
4096,hay lắm quá hay luôn,"Audio, Connectivity","neutral, neutral","0.851, 0.851",2
4097,sholat rajin tapi berhukum dengan hukum kuhap kafirin pancasila berarti anda kafirin alloh mengazab dg corona,Audio,negative,0.997,1
4101,knp ya di a aku pas baru unboxing udh kemakan storage nya gb,Storage,neutral,0.735,1
4102,apa samsung a ga ada aplikasi kalkulator dan memo bawaan hp,"Audio, Software","neutral, neutral","0.544, 0.607",2
4103,bantu jawab ada kok kalkulator ama memo bawaannya kalo memo bisa pakai samsung notes,Audio,neutral,0.986,1
4104,kenapa samsung a kalau video call kamera nya ada bintik gitu ya ada yg bisa jlasin,Camera,neutral,0.982,1
4105,bang untuk fitur getar nya bisa dimatiin ga,Features,neutral,0.996,1
4107,iphone xs tuker a ini worth it kah,Price,negative,0.605,1
4108,video yt nya belum fps jadi video fps pun jadi gak kerasa fps,Camera,neutral,0.958,1
4109,samsung cepet penuh memorinya ga si yg internalnya,Storage,negative,0.520,1
4113,ada yang tau harganya sekarang jadi berapa,Price,neutral,0.994,1
4118,ram prosesor kamera rom itu sih jadi pake tergantung kebutuhan,"Camera, Storage","neutral, neutral","0.972, 0.945",2
4120,nunggu samsung yg edisi feat nct kayak apalagi bahini aja dah banyak model varian samsung mah lg bar bar sekarang,Network,neutral,0.970,1
4126,memory internal nya gampang penuh gak banh,"Storage, Network","positive, positive","0.908, 0.941",2
4130,wongdjowo harga berapa oh iya batre nya boros gk klo buat game dan cas nya lama gk,"Performance, Battery, Price","neutral, negative, neutral","0.830, 0.995, 0.972",3
4134,mas samsung a yang gnya kpn,Network,neutral,0.985,1
4137,bro mau nanyak gue nih kok suara hp samsung a gw suaranya kecil ya,Audio,neutral,0.534,1
4138,pas pertama di nyalain ram ama internal nya sisa berapa bang,Storage,neutral,0.961,1
4139,ujangaldy ram internal,Storage,neutral,0.960,1
4140,saya belum percaya kalo belom buat maen game berat nomer di playstore yaitu ef ef,"Performance, Design","neutral, neutral","0.938, 0.938",2
4143,coba liat comparenya di channel reviewer lain tentang test kamera samsung galaxy a kameranya dijamin bagus micaudio buat perekaman dan telponan jernih masalah gyro udah hardware,Camera,neutral,0.998,1
4146,leonaldo batre nya gimana bg tahan berapa jam buat main game dari,"Performance, Battery","neutral, negative","0.991, 0.642",2
4150,pake credict card om bunga cicilan bulan kuakakakakakak d,Network,neutral,0.974,1
4154,hahaha nonton video ini pake galaxy a enak juga ya hahaha,Camera,neutral,0.807,1
4157,bang kalo di buat basah²an emg lubang cas gak papa,Audio,neutral,0.896,1
4158,gapapa tpi ntar klo ada notif kalau bagian port cas basah biar ingetin lo biar ga langsung cas,Audio,negative,0.845,1
4163,help dong yg tau problems hp ku jadi maret aku ada beli samsung di pakai aman aman aja selang bulan mulai voice dsri semua aplikasi ga ada suara nya bawa ke counter udau di benerin selanang minggu begitu lagi di benerin lagi kata nya suruh upgrade aplikasi nya minggu lagi begitu lagi kalo sudah voice tidak bisa di dengar semua pangilan telefin vidio pun bermasalah ada kah yg sama dengan kasus ku plis tolong jawab karna hp ini udah di kembaliin ke samsung pabrik buat di benerin dan sekarang ini baru san begitu lagi voice ga ada suaara nya di semuuaa apliakasi padahal pagi jam maasih baik baik aja,"Audio, Software","neutral, neutral","0.976, 0.585",2
4173,samsung a apa sudah suport virtual background di aplikasi zoom,"Display, Network, Software","neutral, neutral, neutral","0.994, 0.992, 0.997",3
4187,alhamdulillah udah pake galaxy a buat nonton video ini,Camera,neutral,0.990,1
4199,biar sebanding sama harganya kalu dia dikasih yang watt ntar a ga laku,Price,negative,0.989,1
4200,alhamdulillah keturutan juga samsung a awesome violet,Design,positive,0.961,1
4201,gw liat video ini gegara a gw mendarat di batu² kecil nan tajam dengan lancar dan mulus sebagai orang missqueen saya turut sedih dengan harganya a,"Camera, Price","neutral, negative","0.808, 0.955",2
4203,harga nya kira brp,Price,neutral,0.970,1
4206,bang mau dong hp dari unboxing harga damai ya heheheh,Price,positive,0.968,1
4214,knpa hybrid,"Audio, Network","negative, negative","0.989, 0.989",2
4219,tergantung lo aja bro mau ambil ios atau android kalau mau layar yang lebih gede ambil a kalau mau layar compact ambil iphone xr,"Display, Software","neutral, neutral","0.639, 0.996",2
4221,doain ya gaes bise beli hp ini barusan hpku samsung m s ikut kecuci dan lgsg mati,Design,neutral,0.997,1
4229,udh make samsung tahun x ganti itu yg bikin sebel terkeluar sendiri ke home trs tulisan nya apk terhenti trs buka google play store otomatis ga bisa donlot ga bisa coba lagi katanya dahal data idup paket internet banyak itu masalah di samsung doang apa semua android gitu,Software,negative,0.936,1
4230,lihat video ini ngilu rasanyahp dicemplungin dengan santay nya,Camera,negative,0.996,1
4232,berapa kak harganya sekarang,Price,neutral,0.972,1
4234,kamera nya bagus kak,Camera,positive,0.997,1
4242,layarnya udah ada antigoresnya belum ka,Network,neutral,0.996,1
4244,gimana kak pengalaman bulan pake mantap btw upload foto video ke resize dan jadi pecah gak,Camera,neutral,0.752,1
4249,nonton video ini pakai samsung galaxy a dgn kualitas video p masih bening,Camera,neutral,0.998,1
4251,bang klo yg basa lubng casan nya akn eror gk,Connectivity,negative,0.993,1
4256,skrg lebih worth it karena udh turun keharga jt,Price,positive,0.973,1
4257,harga samsung a,Price,neutral,0.961,1
4260,klo lo ngincer baterai ambil m tapi kalau nyari fitur ambil a,"Battery, Features","neutral, neutral","0.950, 0.990",2
4263,alhmdllh nntn video ini pke hp nexian buatygtautauaja,Camera,neutral,0.982,1
4268,knp s ultra di jual pdhal kan lebi worth it bgt di bandingin a,"BuildQuality, Price","positive, positive","0.993, 0.989",2
4270,punya hp ini aja udh seneng yaallah semoga bisa cepet beli hp ini aamiin,Performance,positive,0.979,1
4279,support fast charging ngga sih,Battery,neutral,0.955,1
4283,siapa yg nonton video ini pakai samsung a like,Camera,neutral,0.974,1
4287,pengin yg violet biar sama kek anakanak the penthouse wkwkkwkw,Design,neutral,0.938,1
4290,kalo org lapangan gw saranin seri m aja mas kaya m contohnya baterainya badak kaya powerbank,"Storage, Battery","negative, neutral","0.869, 0.984",2
4295,sim tray nya hybrid,Network,neutral,0.788,1
4296,ada yg udh pada perbarui perangkat lunak gk ada keluhan setelah di update,Software,neutral,0.950,1
4301,mauu tanya yg sudah beli rekomendasi gak sih utk yg sering foto atau video utk kebutuhan kerjaan makeup yang menggunakan kamera depan gitu,Camera,neutral,0.997,1
4303,apa udah ngedukung jaringan g,Network,neutral,0.597,1
4305,harganya berapa,Price,neutral,0.677,1
4319,gw hbis beli hp a gw pake selama hari setelah maen genshin impact atau buka yutub agak lamaan suara speaker ny berubah jdi kyk suara rusak gitu dizzy gitu trus gw restart kembali normal speaker ny btw ada yg ngalamin hal yg serupa software dah diupdate btw,"Audio, Performance, Software","negative, neutral, neutral","0.993, 0.997, 0.987",3
4329,liat ni pas samsung m ku layar mati krn jatuh dan nyemplung sikit ke air asin di pantai pengen ganti ni bismillah,Display,negative,0.876,1
4330,semoga yg nonton cepat dapat rejeki otw beli aamiin termasuk saya hehehe,Performance,positive,0.982,1
4335,nontonn iniii sudh lebih dari x meyakinkan hatiii untuk beli ini hapee diakhir tahun sbg pengganti samsung a warna biruuuu yg sudh berusia tahun yg dibeli dg melihat review gadgedin jugakkk warnanya pun sama dg yg direview gadgetin biru a pun rencananyaa warna hitam,"Performance, Design","positive, neutral","0.953, 0.991",2
4338,in slot bisa wd terus pakai hp ini tadi malam wd terus,Network,neutral,0.981,1
4341,udah suport g gk sih,Network,neutral,0.889,1
4343,alhamdulillah bisa nonton video ini pake a,Camera,neutral,0.930,1
4344,kenak berapa lue dan warna apa,Design,neutral,0.877,1
4347,kena berapa dan beli warna apa,Design,neutral,0.922,1
4348,bihan harga jt bang warna purple beli di shopee,"Design, Price","neutral, positive","0.993, 0.561",2
4356,kamera selfie gimana bang,Camera,negative,0.910,1
4361,gak bisa dia mentok diharga jt kalo turun karna alat modalnya mahal,Price,negative,0.993,1
4362,poco x nfc mantau,"Connectivity, Features","positive, positive","0.859, 0.859",2
4370,alhamdullilah udah kebeli kemaren menurut ku keren banget sih simple dan elegant gitu,Design,positive,0.993,1
4371,gmna enak buat dipake daily pemakaian sehari buat sosmed kuat berapa lama,Design,neutral,0.903,1
4377,yang tau tombol kamera depth sensor a dimana tolong bales komen saya,Camera,neutral,0.998,1
4380,yg udah beli a saya mau tanya unit a kalian klo di goyang ada suara kletek ga di bagian kamera saya gaptek jdi ga terlalu paham hehe,"Camera, Audio, Design","negative, neutral, positive","0.865, 0.740, 0.495",3
4381,soal bezel sama sekali tidak masalah karena proporsional jadi apa yg dikatakan david soal bezel sebatas selera termasuk soal warna kamera depan masih kategori selera pendapat ini sah saja mungkin hanya soal rasa pencet yg bisa dikatakan objektif kesimpulan tidak ada kendala dan kekurangan berarti di galaxy a sip,"Camera, Design","neutral, neutral","0.990, 0.950",2
4382,kalau unboxing bang test speaker nya skli bang baru mantap,Audio,neutral,0.620,1
4388,gan minta saran beli hp samsung a perlu gk nunggu yg udah suport g,Network,neutral,0.970,1
4398,soal slot sim card saya masih gx habis pikir sama a kalau a udh slot card ehh malah hybrid gagal beli dah,Network,neutral,0.983,1
4399,hybrid itu apa tadi liat divideonya dia bisa pake sim card,Network,neutral,0.980,1
4401,pengen a soalnya nyesuain budget tapi liat a jd pengennn soalnya kameranya udah punch hole semoga akhir tahun turun harga,Price,negative,0.944,1
4402,sama beb camera belakang nya a keren tanpa frame tp sayank camera depan nya masih menggunakan water drop layar poni,"Display, BuildQuality","neutral, neutral","0.995, 0.994",2
4403,karena video ini sekarang jadi komen pake samsung a,Camera,neutral,0.980,1
4404,bisa buat ngevlok gak klo di buat jalan video nya bergetar nggak mw buat ngevlok bisa nggak y,Camera,negative,0.977,1
4408,harganya berapa kak,Price,neutral,0.977,1
4414,alhamdulillah nonton video ini pake samsung a smoga yg ga sengaja baca komen ini bisa juga beli nih hp kalau menginginkannya,Camera,neutral,0.833,1
4415,mau tny itu masih support memori external,Storage,neutral,0.976,1
4422,kalo ngincer hp yang all rounded bagusan samsung a tapi buat gaming aja ambil xiaomi note pro,Performance,neutral,0.785,1
4427,download aja aplikasi wallpaperny dplay store namany backdrops,Software,neutral,0.996,1
4428,setelah beli ini hp dari sebelumnya pake galaxy a cuma bisa bilang build quality hp samsung yg baru terkesan murahan dengan bahan plastik berasa banget pas digenggam terasa ringkih apalagi back covernya yg terasa kopong overall nyesel sih beli ni hp kualitas samsung yg baru dengan menurunkan kualitas bahan eksteriornya menjadi plastik malah ga enak dipakai mending sekalian gw beli xiaomi aja deh ga bakal beli lagi midrange dari samsung yg plastik begini,BuildQuality,negative,0.974,1
4431,saya beli s a setiap ngisi batrai kok panas banget ya dan untuk telepon blm jm juga sangat pnas apa ada yang perlu di perbaharui,"Performance, Storage","negative, negative","0.992, 0.992",2
4436,setelah liat video ini langsung beli a,Camera,neutral,0.995,1
4442,alhamdulilah balik lg kesini mau liat fitur nonton nya pake a,Features,neutral,0.995,1
4443,memori ya gmna kak bnayak kemakan ama sistem bener kab,Storage,negative,0.912,1
4453,klo g bisa update g,Software,neutral,0.973,1
4454,tergantung prosesornya,Performance,neutral,0.940,1
4455,gw udah beli kok keybordnya unsensitif ya terus main ml analognya ngeframe terus kalo mau copy paste layar txt yang mau di copy jadi item,"Display, Design","neutral, neutral","0.957, 0.740",2
4457,heran ya knapa slot sim nya malah lebih bagus a yg non hybrid trus battery mah lebih rendah dari a yg mah,"Display, Network","negative, neutral","0.765, 0.995",2
4458,itu skil pemasaran kayanya kalo seandainya a triple slot gk bakal ada yg beli a,Network,negative,0.838,1
4459,harganya brp skrg ya kak,Price,neutral,0.992,1
4469,background music ada yg tau judulnya apa,Audio,neutral,0.992,1
4470,kasian skali diriku ya alloh ga prnh puas dan cukup dngan yg sdh ada,"Audio, Network","negative, negative","0.979, 0.998",2
4471,kalo pengen hp yg bisa di pamerin saat nongkrong ambil a tp kalo untuk performa ambil poco f harga sama,"Performance, Price","neutral, neutral","0.940, 0.992",2
4488,baru kali ini samsung rilis ter oke bangat untuk kalangan menengah dri sektor mesinnya oke desain oke harga juga terbilng oke semoga samsung bisa bersaing dgn vivo oppo realme dan xiaomi punya jaroan hebat tpi harga bersahabat,"Design, Price","positive, positive","0.961, 0.989",2
4489,tkt kaya a byk yg gnti mesin setelah pemakain thn lbhbiaya jt keatas,Connectivity,negative,0.983,1
4490,udah sebulan video ini di upload baru beli a,Camera,neutral,0.961,1
4497,desain luar mah baguss sih elegan pake mewah ngettss cuma sayang bang masih setia m speknya dewa dari semua hp,Design,positive,0.996,1
4498,baterenya monster ya bro,Battery,negative,0.993,1
4500,perlu juga si yaa hape tahan air soalnya ak pernah jatoh di jalan pas banjir hape ga tahan air langsung rusak samsung keren,Connectivity,negative,0.997,1
4512,bagian belakangnya kalau di ketuk emang agak kopong gitu ya,BuildQuality,neutral,0.996,1
4514,serius tanya menurut kalian mending xiaomi mi t atau samsung a ya kebutuhan game sama pake harian,Performance,neutral,0.965,1
4515,kalo menurut gw si mi t itu lebih ke performa terutama game kalo samsung a itu khusus buat lu yg mau desain cakep sama kelengkapan fitur kalo lu suka game terutama yg game berat xiaomi mi t bisa lu pilih karena performa nya kenceng banget tapi kalo lo mau performa kenceng di kelas nya tapi punya kelengkapan fitur sama desain pilih aja samsung a,"Performance, Design, Features","neutral, neutral, positive","0.524, 0.524, 0.996",3
4522,g aja belom rata brokemungkinan baru merata deh g nyalagian nanti hp dari seri entry sampai flagsip bakalan support g semua dan harganya murah,Price,positive,0.997,1
4528,dr dulu pengen hp samsungpernah pake hp samsung tpi ga tau sinyal jelek bnget teroma eh d jual sampe skrang ga belitapi sekarang pengen belisoal y liat temen bagusini bagus ga yaa kkminta pendapat ybingung banget,"Connectivity, Network","negative, negative","0.998, 0.998",2
4533,mesti di coba video k full hd mana yg stabilizer yg terpakai,Camera,neutral,0.695,1
4535,kasih tau yaa kalo udh turun harga heheh,Price,positive,0.598,1
4537,iphone lah dri harganya udh beda,Price,negative,0.808,1
4541,arielvscuttari lebih gampang pake iphone sih ganlebih smooth aja gitu walaupun memori internal iphone udh hampir habis tp tetep ga ngelegkalo andro yg aku pake dulu nya suka ngelegbuka aplikasi lamatp minus di iphone aku kan layar nya masih ips bukan oled trus kamera nya satugitu doang sihkalo masalah yg lain aman aja,"Camera, Display, Storage, Software","negative, neutral, neutral, negative","0.902, 0.992, 0.907, 0.960",4
4545,ada yg sama ga samsung a gw kok speaker bawahnya kresek kresek,Audio,negative,0.994,1
4547,belum tapi kalau sharing hotspot a kedetec g,Connectivity,neutral,0.936,1
